의원명,정당,위원회,법안ID,법안명,발의자,위원회명,상태,발의유형
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_J2I4G0P6O1K4U1T5N3M6M2L0R2Q6P7,국가첨단전략산업 경쟁력 강화 및 보호에 관한 특별조치법 일부개정법률안,김한규의원 등 33인,산업통상자원중소벤처기업위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_F2F4E0C6D1B2C1J0K3I9J4H1G2G5O0,가맹사업거래의 공정화에 관한 법률 일부개정법률안,김한규의원 등 10인,정무위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_P2Q4Y0Y6X1V2W0U9V2C5B0C0A2B0Z5,국가공무원법 일부개정법률안,김한규의원 등 12인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2B4C0B6Z1Z2X0Z9U2V5T4R1S9Q5R7,지방공무원법 일부개정법률안,김한규의원 등 14인,행정안전위원회,,공동발의
김한규,더불어민주당,"산업통상자원중소벤처기업위원회, 여성가족위원회, 예산결산특별위원회",PRC_U2Q4O0P6N1O2M0M9V2T6T1S4S2R5Z4,정부조직법 일부개정법률안,김한규의원 등 11인,행정안전위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_W2V4M0K6I0H3P1Q5P1N7M4O8W3V5U6,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,김현의원 등 20인,과학기술정보방송통신위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현,더불어민주당,과학기술정보방송통신위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_F2B4A0B5Z3Y1G1F7N4N6M0K9J4R2S1,농산물 온라인 도매거래 촉진에 관한 법률안,김현정의원 등 20인,농림축산식품해양수산위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_U2V4T0T6S1S1A1Z7Z3X2Y4W1X0F5D9,서민의 금융생활 지원에 관한 법률 일부개정법률안,김현정의원 등 15인,정무위원회,,공동발의
김현정,더불어민주당,정무위원회,PRC_L2K4L0Y6W1X9W1E7D4B6C0B9X6V5W8,하도급거래 공정화에 관한 법률 일부개정법률안,김현정의원 등 14인,정무위원회,,공동발의
