naas_cd,naas_nm,naas_ch_nm,naas_en_nm,birth_dt,party,district,district_type,committee,belonging_committee,election_type,gender,phone,email,website,office,photo_url,bio,era
B7R2742J,기동민,奇東旻,KI DONGMIN,1966-02-23,더불어민주당/더불어민주당,서울 성북구을/서울 성북구을,지역구/지역구,,,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/B7R2742J.jpg,-국회 보건복지위원회 위원(현) -국회 남북관계개선특별위원회 위원(현) -더불어민주당 정책위원회 부의장(현) -더불어민주당 의원 정치행동그룹 더좋은미래 운영간사(현) -김대중 대통령 비서실 정무수석비서관실 보좌관 -김근태 보건복지부장관 정책보좌관 -국회 정책연구위원(2급) -박원순 서울시장후보 비서실장 -서울특별시 정무수석비서관 -서울특별시 정무부시장 -성균관대학교 초빙교수 -더불어민주당 원내대변인 -국회 운영위원회 위원 -문재인 후보 수행실장 -광주 인성고 졸업 -성균관대학교 신문방송학과 졸업 -성균관대학교 언론정보대학원 졸업(언론학 석사) -육군병장 만기제대 -성균관대학교 총학생회장,"제20대, 제21대"
6L28933S,기세풍,奇世豊,,1916-07-26,민주공화당,"전남 곡성,화순군",지역구,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/6L28933S.jpg,,제7대
OTF93824,길병전,吉秉典,,1920-09-02,민주공화당,"전북 무주,장수군",지역구,,"내무위원회, 건설위원회, 교통체신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/OTF93824.jpg,,제8대
RRZ9938R,길승흠,吉昇欽,"Kil, Soong-hoom",1937-07-11,새정치국민회의,,전국구,,"예산결산특별위원회, 문화관광위원회, 문화체육공보위원회, 윤리특별위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/RRZ9938R.jpg,,제15대
0A04065B,길재호,吉在號,,1923-04-15,민주공화당/민주공화당/민주공화당,충남 금산군/충남 금산군,지역구/지역구/전국구,,"내무위원회/외자도입특별국정감사특별위원회, 예산결산특별위원회, 농림위원회, 문교공보위원회/국방위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/0A04065B.jpg,,"제6대, 제7대, 제8대"
WFD5707I,길전식,吉典植,,1924-10-27,민주공화당/민주공화당/민주공화당/민주공화당/민주공화당,"전남 장흥군/전남 장흥군/전남 장흥군/전남 장흥,당진,영암,완도군/전남 장흥,강진,영암,완도군",지역구/지역구/지역구/지역구/지역구,,"국토통일연구원특별위원회, 상공위원회, 재정경제위원회, 보건사회위원회/문교공보위원회, 외무위원회, 상공위원회/상공위원회/보건사회위원회/내무위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/WFD5707I.jpg,,"제6대, 제7대, 제8대, 제9대, 제10대"
N4B7983W,길정우,吉炡宇,KIL Jeong Woo,1955-02-04,새누리당,서울 양천구갑,지역구,,"통상관계대책 특별위원회, 산업통상자원위원회, 외교통일위원회, 남북관계 발전 특별위원회, 여성가족위원회, 외교통상통일위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/N4B7983W.jpg,,제19대
7A87156N,김갑수,金甲洙,,1912-03-07,무소속,경기 안성,지역구,,법제사법위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/7A87156N.jpg,,제5대
TQP7167T,김건,金建,KIM GUNN,1966-10-10,국민의미래,비례대표,비례대표,외교통일위원회,외교통일위원회,초선,남,02-784-5076,gkim338@naver.com,,의원회관 338,https://www.assembly.go.kr/static/portal/img/openassm/new/6feef8ae3b40491c838984336e5efd6e.jpg,■ 경력 現 제22대 국회의원 (국민의힘/비례대표) 前 외교부 한반도평화교섭본부장 前 주영국대한민국대사관 대사 前 외교부 차관보 前 주밴쿠버대한민국총영사관 총영사 ■ 학력 서울대학교 정치학과 학사 미국 뉴욕주립대학교버펄로대학 대학원 정치학 석사,제22대
G7Z2566A,김경도,金景道,,1904-04-07,대한독립촉성국민회,경남 함양,지역구,,재정경제위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/G7Z2566A.jpg,,제헌
1BX7234U,김경만,金京萬,KIM KYUNGMAN,1962-09-23,더불어시민당,비례대표,비례대표,,,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/1BX7234U.jpg,■학력 광주 산수초등학교 졸업 광주 충장중학교 졸업 광주 사레지오고등학교 졸업 한국외국어대학교 영어학과 졸업 ■ 現 더불어민주당 원내부대표 더불어민주당 민생경제위기대책위원회 위원 더불어민주당 을지로위원회 상임운영위원 ■ 前 더불어민주당 중소기업특별위원회 위원장 국회 민생경제안정특별위원회 위원 더불어민주당 반도체기술특별위원회 위원 더불어민주당 미래전환 K-뉴딜위원회 디지털뉴딜분과위원회 위원 중소기업중앙회 경제정책본부장 국세청 국세행정개혁위원회 소통과혁신분과 위원장,제21대
KIL1823P,김경배,金庚培,,1894-10-05,무소속/대한국민당,황해도 연백갑/황해도 연백갑,지역구/지역구,,반민족행위특별조사위원회,재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KIL1823P.jpg,,"제헌, 제2대"
PP08673W,김경수,金慶洙,KIM KYOUNGSOO,1967-12-01,더불어민주당,경남 김해시을,지역구,,"산업통상자원중소벤처기업위원회, 국회운영위원회, 산업통상자원위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/PP08673W.jpg,,제20대
5UX47992,김경인,金敬仁,,1923-08-03,신민당/민주통일당,"전남 목포/전남 목포시,무안,신안군",지역구/지역구,,"경제의안정과성장에관한긴급명령심사특별위원회, 경제과학위원회, 예산결산특별위원회, 재무위원회/예산결산특별위원회, 농수산위원회, 문교공보위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/5UX47992.jpg,,"제8대, 제9대"
M1E6908V,김경재,金景梓,"Kim, Kyung-jae",1942-11-03,새정치국민회의/새천년민주당,전남 순천갑/전라남도 순천시,지역구/지역구,,"건설교통위원회, 예산결산특별위원회, 행정자치위원회, 산업자원위원회, 내무위원회, 한보사건국정조사특별위원회, 통일외무위원회, 국회운영위원회, 통상산업위원회/법제사법위원회, 건설교통위원회, 최근일련의언론사태진상규명을위한국정조사특별위원회, 2010년세계박람회유치특별위원회, 정무위원회, 행정자치위원회, 보건복지위원회, 과학기술정보통신위원회, 예산결산특별위원회, 윤리특별위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/M1E6908V.jpg,,"제15대, 제16대"
YVN3115U,김경진,金京鎭,KIM KYUNGJIN,1966-07-14,국민의당,광주 북구갑,지역구,,"대법관(김상환) 임명동의에 관한 인사청문특별위원회, 헌법재판소 재판관 선출에 관한 인사청문특별위원회, 감사원장(최재형) 임명동의에 관한 인사청문특별위원회, 국회운영위원회, 과학기술정보방송통신위원회, 예산결산특별위원회, 헌법재판소장(김이수) 임명동의에 관한 인사청문특별위원회, 박근혜 정부의 최순실 등 민간인에 의한 국정농단 의혹사건 진상규명을 위한 국정조사특별위원회, 미래창조과학방송통신위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/YVN3115U.jpg,,제20대
HG32333M,김경천,金敬天,Kim Kyung-Cheon,1941-12-16,새천년민주당,광주광역시 동구,지역구,,"중앙선거관리위원회위원선출에관한인사청문특별위원회, 2003년대구하계유니버시아드대회지원특별위원회, 대법관(고현철)임명동의에관한인사청문특별위원회, 2010년평창동계올림픽유치특별위원회, 재정경제위원회, 예산결산특별위원회, 여성위원회, 문화관광위원회, 일본역사교과서왜곡시정을위한특별위원회, 국회운영위원회, 교육위원회, 여성특별위원회",초선,여,,,,,https://www.assembly.go.kr/static/portal/img/openassm/HG32333M.jpg,,제16대
ZKU88693,김경협,金炅俠,KIM KYUNGHYUP,1962-11-07,민주통합당/더불어민주당/더불어민주당,경기 부천시원미구갑/경기 부천시원미구갑/경기 부천시갑,지역구/지역구/지역구,,,3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/ZKU88693.jpg,"- 제19.20.21대 국회의원 (경기 부천시 갑) - 국회 기획재정위원회 위원 (2018.6~2020.5) - 국회 남북경협특별위원회 (간사)위원 (2018.8.~2020.5) - 더불어민주당 경기도당 위원장(2018.8.~2020.8) - 더불어민주당 수석사무부총장(2018.8.~2020.8) - 국회 외교통일위원회 (간사)위원 (2016.6.~2018.5) - 더불어민주당 제2정책조정위원장 (외교.통일.안보) - 국회 헌법개정특위 위원 - 국회 국토교통위원회 위원 (2014.6. ~ 2016.5) - 국회 서민주거복지특별위원회 위원 - 국회 지속가능발전 특별위원회 (간사)위원 - 새정치민주연합 수석사무부총장 - 새정치민주연합 을지로위원회 위원 - 새정치민주연합 사회적경제정책협의회 부위원장 - 새정치민주연합 세월호특별법 준비위원 - 새정치민주연합 원내부대표(정책담담) - 새정치민주연합 정책위 부의장 - 국회 환경노동위원회 위원(2012.5. ~ 2014.6) - 민주통합당 좋은일자리본부 위원 - 민주통합당 쌍용자동차대책특별위원회 위원 - 민주당 사람다운 생활 보장 노동.임금 TF 위원 - 국회 남북관계발전 특별위원회 위원 (현) 노무현재단 기획위원 (전) 노무현 대통령 청와대 사회조정비서관 (전) 한국산업인력공단 상임감사 (전) 부천근로장학재단 설립자 겸 이사장 (전) 부천 근로자종합복지관 관장 (전) 한국노총 부천지역지부 의장 - 전남 장흥 출생 (1962년생) - 국립부산기계공업고등학교 졸업 - 성균관대학교 사회학과 졸업 - 고려대학교 노동대학원 경제학과 졸업 - 한국기술교육대학 고용정책 박사과정 - 민주화운동(5.18 광주) 관련 2년2개월 옥살이 - 2007년, 민주화운동 유공자(제5298호)로 인정","제19대, 제20대, 제21대"
4BO2589O,김고성,金高盛,"Kim, Ko-sung",1941-07-25,자유민주연합,충남 연기군,지역구,,"정무위원회, 법제사법위원회, 문화관광위원회, 정치개혁입법특별위원회, 환경노동위원회, 국회운영위원회, 윤리특별위원회, 건설교통위원회, 재정경제위원회, 행정자치위원회, 예산결산특별위원회, 재해대책특별위원회, 내무위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/4BO2589O.jpg,,제15대
V9I95643,김공평,金公平,,1905-01-29,자유당,충남 논산갑,지역구,,국방위원회,초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/V9I95643.jpg,,제4대
W168182V,김관영,金寬永,KIM KWANYOUNG,1969-11-15,민주통합당/국민의당,전북 군산시/전북 군산시,지역구/지역구,,"예산결산특별위원회, 정부 및 공공기관 등의 해외자원개발 진상규명을 위한 국정조사특별위원회, 대법관(권순일) 임명동의에 관한 인사청문특별위원회, 기획재정위원회, 정치쇄신 특별위원회, 국토교통위원회, 국회쇄신 특별위원회, 국토해양위원회, 국회운영위원회/산업통상자원중소벤처기업위원회, 정보위원회, 예산결산특별위원회, 헌법개정 및 정치개혁 특별위원회, 헌법개정 특별위원회, 평창동계올림픽 및 국제경기대회지원 특별위원회, 국회상임위원회 위원정수에 관한 규칙 개정 특별위원회, 국회운영위원회, 정무위원회",재선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/W168182V.jpg,,"제19대, 제20대"
MGE7194M,김광림,金光琳,KIM GWANGLIM,1948-04-28,무소속/새누리당/새누리당,경북 안동시/경북 안동시/경북 안동시,지역구/지역구/지역구,,"국회운영위원회, 일자리만들기특별위원회, 남북관계발전특별위원회, 기획재정위원회, 예산결산특별위원회/남북관계 및 교류협력 발전 특별위원회, 정보위원회, 예산결산특별위원회, 예산·재정개혁 특별위원회, 남북관계 발전 특별위원회, 기획재정위원회/예산결산특별위원회, 헌법개정 특별위원회, 기획재정위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/MGE7194M.jpg,,"제18대, 제19대, 제20대"
X0K2352F,김광수,金光洙,"Kim, Kwang-soo",1925-08-15,무소속/민주공화당/한국국민당/민주자유당/자유민주연합,"전북 진안,무주,장수/전북 진안,무주,장수/전북 진안,무주,장수",지역구/지역구/지역구/전국구/전국구,,"예산결산특별위원회, 교통체신위원회/건설위원회/농수산위원회, 경제과학위원회/교육위원회, 보건복지위원회, 보건사회위원회/환경노동위원회, 문화관광위원회, 윤리특별위원회, 교육위원회",5선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/X0K2352F.jpg,,"제9대, 제10대, 제12대, 제14대, 제15대"
3NM5411H,김광수,金光守,KIM KWANGSOO,1958-06-11,국민의당,전북 전주시갑,지역구,,"국회 코로나19 대책 특별위원회, 공공부문 채용비리 의혹과 관련된 국정조사특별위원회, 헌법개정 및 정치개혁 특별위원회, 국무총리(이낙연) 임명동의에 관한 인사청문특별위원회, 저출산·고령화대책 특별위원회, 예산결산특별위원회, 보건복지위원회",초선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/3NM5411H.jpg,,제20대
KOC6603F,김광원,金光元,"Kim, Kwang-won",1940-12-15,신한국당/한나라당/한나라당,"경북 영양,봉화,울진군/경북 봉화,울진군/경상북도 봉화,울진군",지역구/지역구/지역구,,"예산결산특별위원회, 행정자치위원회, 재정경제위원회, 정치개혁입법특별위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 농림해양수산위원회, 농림수산위원회/예산결산특별위원회, 미래전략특별위원회, 인사청문특별위원회(대법관), 건설교통위원회/통일외교통상위원회, 농림해양수산위원회",3선,남,,,,,https://www.assembly.go.kr/static/portal/img/openassm/KOC6603F.jpg,,"제15대, 제16대, 제17대"
